MCGS_Time,oxygen concentration: % vol
2020/8/24 0:04,20.6351
2020/8/24 0:09,20.6535
2020/8/24 0:14,20.6443
2020/8/24 0:19,20.6535
2020/8/24 0:24,20.6351
2020/8/24 0:29,20.6351
2020/8/24 0:34,20.6535
2020/8/24 0:39,20.6443
2020/8/24 0:44,20.6535
2020/8/24 0:49,20.6351
2020/8/24 0:54,20.6535
2020/8/24 0:59,20.6535
2020/8/24 1:04,20.6443
2020/8/24 1:09,20.6443
2020/8/24 1:14,20.6535
2020/8/24 1:19,20.6535
2020/8/24 1:24,20.6443
2020/8/24 1:29,20.6351
2020/8/24 1:34,20.6351
2020/8/24 1:39,20.6535
2020/8/24 1:44,20.6351
2020/8/24 1:49,20.6351
2020/8/24 1:54,20.6351
2020/8/24 1:59,20.6627
2020/8/24 2:04,20.6535
2020/8/24 2:09,20.6351
2020/8/24 2:14,20.6443
2020/8/24 2:19,20.6351
2020/8/24 2:24,20.6535
2020/8/24 2:29,20.6535
2020/8/24 2:34,20.6535
2020/8/24 2:39,20.6627
2020/8/24 2:44,20.6535
2020/8/24 2:49,20.6535
2020/8/24 2:54,20.6627
2020/8/24 2:59,20.6627
2020/8/24 3:04,20.6443
2020/8/24 3:09,20.6627
2020/8/24 3:14,20.6627
2020/8/24 3:19,20.6719
2020/8/24 3:24,20.6535
2020/8/24 3:29,20.6443
2020/8/24 3:34,20.5522
2020/8/24 3:39,20.543
2020/8/24 3:44,20.5522
2020/8/24 3:49,20.6627
2020/8/24 3:54,20.6627
2020/8/24 3:59,20.6627
2020/8/24 4:04,20.6627
2020/8/24 4:09,20.6443
2020/8/24 4:14,20.5614
2020/8/24 4:19,20.543
2020/8/24 4:24,20.5614
2020/8/24 4:29,20.543
2020/8/24 4:34,20.5522
2020/8/24 4:39,20.5614
2020/8/24 4:44,20.5706
2020/8/24 4:49,20.5614
2020/8/24 4:54,20.5614
2020/8/24 4:59,20.543
2020/8/24 5:04,20.5614
2020/8/24 5:09,20.5522
2020/8/24 5:14,20.5614
2020/8/24 5:19,20.5522
2020/8/24 5:24,20.5522
2020/8/24 5:29,20.5522
2020/8/24 5:34,20.5706
2020/8/24 5:39,20.543
2020/8/24 5:44,20.543
2020/8/24 5:49,20.5614
2020/8/24 5:54,20.543
2020/8/24 5:59,20.5614
2020/8/24 6:04,20.5706
2020/8/24 6:09,20.543
2020/8/24 6:14,20.543
2020/8/24 6:19,20.5614
2020/8/24 6:24,20.5706
2020/8/24 6:29,20.5614
2020/8/24 6:34,20.5522
2020/8/24 6:39,20.5522
2020/8/24 6:44,20.543
2020/8/24 6:49,20.5706
2020/8/24 6:54,20.5614
2020/8/24 6:59,20.5706
2020/8/24 7:04,20.543
2020/8/24 7:09,20.5614
2020/8/24 7:14,20.5614
2020/8/24 7:19,20.5614
2020/8/24 7:24,20.5522
2020/8/24 7:29,20.5522
2020/8/24 7:34,20.5614
2020/8/24 7:39,20.543
2020/8/24 7:44,20.5614
2020/8/24 7:49,20.5522
2020/8/24 7:54,20.543
2020/8/24 7:59,20.543
2020/8/24 8:04,20.5522
2020/8/24 8:09,20.5522
2020/8/24 8:14,20.5522
2020/8/24 8:19,20.6535
2020/8/24 8:24,20.6351
2020/8/24 8:29,20.5522
2020/8/24 8:34,20.5522
2020/8/24 8:39,20.6443
2020/8/24 8:44,20.6627
2020/8/24 8:49,20.6627
2020/8/24 8:54,20.6443
2020/8/24 8:59,20.6443
2020/8/24 9:04,20.6535
2020/8/24 9:09,20.6443
2020/8/24 9:14,20.6443
2020/8/24 9:19,20.6535
2020/8/24 9:24,20.6535
2020/8/24 9:29,20.6443
2020/8/24 9:34,20.6443
2020/8/24 9:39,20.6443
2020/8/24 9:44,20.6443
2020/8/24 9:49,20.6443
2020/8/24 11:29,20.847
2020/8/24 11:34,20.847
2020/8/24 11:39,20.847
2020/8/24 11:44,20.8377
2020/8/24 11:49,20.8377
2020/8/24 11:54,20.8377
2020/8/24 11:59,20.8377
2020/8/24 12:04,20.8377
2020/8/24 12:09,20.9299
2020/8/24 12:14,20.9299
2020/8/24 12:19,20.9299
2020/8/24 12:24,20.9299
2020/8/24 12:29,20.9299
2020/8/24 12:34,20.9299
2020/8/24 12:39,21.0404
2020/8/24 12:44,20.9206
2020/8/24 12:49,20.9206
2020/8/24 12:54,21.022
2020/8/24 12:59,21.0312
2020/8/24 13:04,21.022
2020/8/24 13:09,21.022
2020/8/24 13:14,21.0312
2020/8/24 13:19,21.0312
2020/8/24 13:24,21.022
2020/8/24 13:29,21.0312
2020/8/24 13:34,21.022
2020/8/24 13:39,21.022
2020/8/24 13:44,21.022
2020/8/24 13:49,21.022
2020/8/24 13:54,21.022
2020/8/24 13:59,21.022
2020/8/24 14:04,21.0312
2020/8/24 14:09,21.1325
2020/8/24 14:14,21.1325
2020/8/24 14:19,21.1325
2020/8/24 14:24,21.1325
2020/8/24 14:29,21.1417
2020/8/24 14:34,21.1325
2020/8/24 14:39,21.1417
2020/8/24 14:44,21.1325
2020/8/24 14:49,21.1325
2020/8/24 14:54,21.1417
2020/8/24 14:59,21.1325
2020/8/24 15:04,21.1417
2020/8/24 15:09,21.1325
2020/8/24 15:14,21.2246
2020/8/24 15:19,21.2154
2020/8/24 15:24,21.2154
2020/8/24 15:29,21.2246
2020/8/24 15:34,21.2246
2020/8/24 15:39,21.1233
2020/8/24 15:44,21.1325
2020/8/24 15:49,21.1325
2020/8/24 15:54,21.1325
2020/8/24 15:59,21.1325
2020/8/24 16:04,21.1325
2020/8/24 16:09,21.1325
2020/8/24 16:14,21.1325
2020/8/24 16:19,21.1417
2020/8/24 16:24,21.1325
2020/8/24 16:29,21.1325
2020/8/24 16:34,21.1325
2020/8/24 16:39,21.022
2020/8/24 16:44,21.022
2020/8/24 16:49,21.022
2020/8/24 16:54,21.0312
2020/8/24 16:59,21.022
2020/8/24 17:04,21.022
2020/8/24 17:09,21.0312
2020/8/24 17:14,21.022
2020/8/24 17:19,21.022
2020/8/24 17:24,21.022
2020/8/24 17:29,21.022
2020/8/24 17:34,21.022
2020/8/24 17:39,21.0312
2020/8/24 17:44,20.9114
2020/8/24 17:49,20.9114
2020/8/24 17:54,20.9206
2020/8/24 17:59,20.9206
2020/8/24 18:04,20.9206
2020/8/24 18:09,20.9206
2020/8/24 18:14,20.9206
2020/8/24 18:19,20.9206
2020/8/24 18:24,20.9114
2020/8/24 18:29,20.9206
2020/8/24 18:34,20.9299
2020/8/24 18:39,20.9206
2020/8/24 18:44,20.9206
2020/8/24 18:49,20.9206
2020/8/24 18:54,20.9206
2020/8/24 18:59,20.9206
2020/8/24 19:04,20.9299
2020/8/24 19:09,20.9206
2020/8/24 19:14,20.9206
2020/8/24 19:19,20.9206
2020/8/24 19:24,20.8285
2020/8/24 19:29,20.8285
2020/8/24 19:34,20.8193
2020/8/24 19:39,20.8285
2020/8/24 19:44,20.8285
2020/8/24 19:49,20.8285
2020/8/24 19:54,20.8285
2020/8/24 19:59,20.8285
2020/8/24 20:04,20.8377
2020/8/24 20:09,20.8377
2020/8/24 20:14,20.8285
2020/8/24 20:19,20.8285
2020/8/24 20:24,20.8285
2020/8/24 20:29,20.8377
2020/8/24 20:34,20.8285
2020/8/24 20:39,20.8285
2020/8/24 20:44,20.8285
2020/8/24 20:49,20.7364
2020/8/24 20:54,20.7364
2020/8/24 20:59,20.7456
2020/8/24 21:04,20.7364
2020/8/24 21:09,20.7364
2020/8/24 21:14,20.7364
2020/8/24 21:19,20.7456
2020/8/24 21:24,20.7364
2020/8/24 21:29,20.7364
2020/8/24 21:34,20.7364
2020/8/24 21:39,20.7364
2020/8/24 21:44,20.7456
2020/8/24 21:49,20.7364
2020/8/24 21:54,20.7364
2020/8/24 21:59,20.7456
2020/8/24 22:04,20.7364
2020/8/24 22:09,20.7364
2020/8/24 22:14,20.7364
2020/8/24 22:19,20.7456
2020/8/24 22:24,20.7456
2020/8/24 22:29,20.7456
2020/8/24 22:34,20.7364
2020/8/24 22:39,20.7364
2020/8/24 22:44,20.7364
2020/8/24 22:49,20.7456
2020/8/24 22:54,20.7548
2020/8/24 22:59,20.7456
2020/8/24 23:04,20.7548
2020/8/24 23:09,20.7364
2020/8/24 23:14,20.7548
2020/8/24 23:19,20.7548
2020/8/24 23:24,20.6351
2020/8/24 23:29,20.6351
2020/8/24 23:34,20.6259
2020/8/24 23:39,20.6443
2020/8/24 23:44,20.6259
2020/8/24 23:49,20.6351
2020/8/24 23:54,20.6443
2020/8/24 23:59,20.6351
2020/8/25 0:04,20.6351
2020/8/25 0:09,20.6443
2020/8/25 0:14,20.6351
2020/8/25 0:19,20.6443
2020/8/25 0:24,20.6351
2020/8/25 0:29,20.6351
2020/8/25 0:34,20.6259
2020/8/25 0:39,20.6443
2020/8/25 0:44,20.6259
2020/8/25 0:49,20.6351
2020/8/25 0:54,20.6351
2020/8/25 0:59,20.6535
2020/8/25 1:04,20.6443
2020/8/25 1:09,20.6259
2020/8/25 1:14,20.6443
2020/8/25 1:19,20.6351
2020/8/25 1:24,20.6443
2020/8/25 1:29,20.6351
2020/8/25 1:34,20.6351
2020/8/25 1:39,20.6351
2020/8/25 1:44,20.6443
2020/8/25 1:49,20.6351
2020/8/25 1:54,20.6351
2020/8/25 1:59,20.6351
2020/8/25 2:04,20.6443
2020/8/25 2:09,20.6535
2020/8/25 2:14,20.6443
2020/8/25 2:19,20.6351
2020/8/25 2:24,20.6351
2020/8/25 2:29,20.6351
2020/8/25 2:34,20.6351
2020/8/25 2:39,20.6351
2020/8/25 2:44,20.6351
2020/8/25 2:49,20.6535
2020/8/25 2:54,20.6443
2020/8/25 2:59,20.6351
2020/8/25 3:04,20.6351
2020/8/25 3:09,20.6443
2020/8/25 3:14,20.6443
2020/8/25 3:19,20.6351
2020/8/25 3:24,20.6535
2020/8/25 3:29,20.6443
2020/8/25 3:34,20.6351
2020/8/25 3:39,20.6351
2020/8/25 3:44,20.6351
2020/8/25 3:49,20.6351
2020/8/25 3:54,20.6535
2020/8/25 3:59,20.6535
2020/8/25 4:04,20.6443
2020/8/25 4:09,20.6351
2020/8/25 4:14,20.6443
2020/8/25 4:19,20.6351
2020/8/25 4:24,20.6443
2020/8/25 4:29,20.6443
2020/8/25 4:34,20.6443
2020/8/25 4:39,20.6535
2020/8/25 4:44,20.6535
2020/8/25 4:49,20.6351
2020/8/25 4:54,20.6535
2020/8/25 4:59,20.6535
2020/8/25 5:04,20.6351
2020/8/25 5:09,20.6351
2020/8/25 5:14,20.6535
2020/8/25 5:19,20.6535
2020/8/25 5:24,20.6351
2020/8/25 5:29,20.6351
2020/8/25 5:34,20.6443
2020/8/25 5:39,20.6351
2020/8/25 5:44,20.6351
2020/8/25 5:49,20.6443
2020/8/25 5:54,20.6535
2020/8/25 5:59,20.6443
2020/8/25 6:04,20.6351
2020/8/25 6:09,20.6351
2020/8/25 6:14,20.6535
2020/8/25 6:19,20.6535
2020/8/25 6:24,20.6351
2020/8/25 6:29,20.6535
2020/8/25 6:34,20.6443
2020/8/25 6:39,20.6535
2020/8/25 6:44,20.6535
2020/8/25 6:49,20.6351
2020/8/25 6:54,20.6351
2020/8/25 6:59,20.6351
2020/8/25 7:04,20.6535
2020/8/25 7:09,20.6535
2020/8/25 7:14,20.6351
2020/8/25 7:19,20.6535
2020/8/25 7:24,20.6351
2020/8/25 7:29,20.6535
2020/8/25 7:34,20.6443
2020/8/25 7:39,20.7548
2020/8/25 7:44,20.7548
2020/8/25 7:49,20.7456
2020/8/25 7:54,20.7548
2020/8/25 7:59,20.7456
2020/8/25 8:04,20.7456
2020/8/25 8:09,20.7456
2020/8/25 8:14,20.7548
2020/8/25 8:19,20.7456
2020/8/25 8:24,20.7364
2020/8/25 8:29,20.7456
2020/8/25 8:34,20.8377
2020/8/25 8:39,20.8377
2020/8/25 8:44,20.8377
2020/8/25 8:49,20.8377
2020/8/25 8:54,20.8377
2020/8/25 8:59,20.8377
2020/8/25 9:04,20.8377
2020/8/25 9:09,20.8377
2020/8/25 9:14,20.8285
2020/8/25 9:19,20.8377
2020/8/25 9:24,20.8377
2020/8/25 9:29,20.8377
2020/8/25 9:34,20.8285
2020/8/25 9:39,20.8377
2020/8/25 9:44,20.8285
2020/8/25 9:49,20.9391
