MCGS_Time,oxygen concentration: % vol
2020/7/19 0:03,20.7548
2020/7/19 0:08,20.7364
2020/7/19 0:13,20.7364
2020/7/19 0:18,20.7456
2020/7/19 0:23,20.7548
2020/7/19 0:28,20.7548
2020/7/19 0:33,20.7456
2020/7/19 0:38,20.7364
2020/7/19 0:43,20.7364
2020/7/19 0:48,20.7364
2020/7/19 0:53,20.7364
2020/7/19 0:58,20.7456
2020/7/19 1:03,20.7364
2020/7/19 1:08,20.7364
2020/7/19 1:13,20.7548
2020/7/19 1:18,20.7548
2020/7/19 1:23,20.7364
2020/7/19 1:28,20.7364
2020/7/19 1:33,20.7364
2020/7/19 1:38,20.7364
2020/7/19 1:43,20.7456
2020/7/19 1:48,20.7364
2020/7/19 1:53,20.7456
2020/7/19 1:58,20.7548
2020/7/19 2:03,20.7364
2020/7/19 2:08,20.7456
2020/7/19 2:13,20.7548
2020/7/19 2:18,20.7364
2020/7/19 2:23,20.7364
2020/7/19 2:28,20.7364
2020/7/19 2:33,20.7364
2020/7/19 2:38,20.7548
2020/7/19 2:43,20.7548
2020/7/19 2:48,20.6443
2020/7/19 2:53,20.6351
2020/7/19 2:58,20.6259
2020/7/19 3:03,20.6351
2020/7/19 3:08,20.6351
2020/7/19 3:13,20.6351
2020/7/19 3:18,20.6351
2020/7/19 3:23,20.6443
2020/7/19 3:28,20.6535
2020/7/19 3:33,20.6535
2020/7/19 3:38,20.6351
2020/7/19 3:43,20.6351
2020/7/19 3:48,20.6259
2020/7/19 3:53,20.6351
2020/7/19 3:58,20.6351
2020/7/19 4:03,20.6443
2020/7/19 4:08,20.6259
2020/7/19 4:13,20.6535
2020/7/19 4:18,20.6443
2020/7/19 4:23,20.6443
2020/7/19 4:28,20.6259
2020/7/19 4:33,20.6351
2020/7/19 4:38,20.6259
2020/7/19 4:43,20.6259
2020/7/19 4:48,20.6535
2020/7/19 4:53,20.6351
2020/7/19 4:58,20.6259
2020/7/19 5:03,20.6259
2020/7/19 5:08,20.6535
2020/7/19 5:13,20.6259
2020/7/19 5:18,20.6443
2020/7/19 5:23,20.6351
2020/7/19 5:28,20.6259
2020/7/19 5:33,20.6351
2020/7/19 5:38,20.6443
2020/7/19 5:43,20.6535
2020/7/19 5:48,20.6535
2020/7/19 5:53,20.6443
2020/7/19 5:58,20.6535
2020/7/19 6:03,20.6351
2020/7/19 6:08,20.6351
2020/7/19 6:13,20.6443
2020/7/19 6:18,20.6535
2020/7/19 6:23,20.6351
2020/7/19 6:28,20.6535
2020/7/19 6:33,20.6443
2020/7/19 6:38,20.6535
2020/7/19 6:43,20.6351
2020/7/19 6:48,20.6535
2020/7/19 6:53,20.6351
2020/7/19 6:58,20.6443
2020/7/19 7:03,20.6351
2020/7/19 7:08,20.6443
2020/7/19 7:13,20.6535
2020/7/19 7:18,20.6535
2020/7/19 7:23,20.6443
2020/7/19 7:28,20.7364
2020/7/19 7:33,20.7456
2020/7/19 7:38,20.7548
2020/7/19 7:43,20.7364
2020/7/19 7:48,20.7548
2020/7/19 7:53,20.7364
2020/7/19 7:58,20.7456
2020/7/19 8:03,20.7456
2020/7/19 8:08,20.7548
2020/7/19 8:13,20.7456
2020/7/19 8:18,20.7456
2020/7/19 8:23,20.7456
2020/7/19 8:28,20.7456
2020/7/19 8:33,20.7456
2020/7/19 8:38,20.7364
2020/7/19 8:43,20.7456
2020/7/19 8:48,20.7456
2020/7/19 8:53,20.7456
2020/7/19 8:58,20.8377
2020/7/19 9:03,20.8377
2020/7/19 9:08,20.8377
2020/7/19 9:13,20.8377
2020/7/19 9:18,20.8377
2020/7/19 9:23,20.8377
2020/7/19 9:28,20.8377
2020/7/19 9:33,20.8377
2020/7/19 9:38,20.8377
2020/7/19 9:43,20.8285
2020/7/19 9:48,20.8285
2020/7/19 9:53,20.9299
2020/7/19 9:58,20.8285
2020/7/19 10:03,20.9206
2020/7/19 10:08,20.9206
2020/7/19 10:13,20.9206
2020/7/19 10:18,20.9299
2020/7/19 10:23,20.9206
2020/7/19 10:28,20.9206
2020/7/19 10:33,20.9206
2020/7/19 10:38,20.9206
2020/7/19 10:43,20.9206
2020/7/19 10:48,20.9206
2020/7/19 10:53,20.9114
2020/7/19 10:58,20.9114
2020/7/19 11:03,20.9206
2020/7/19 11:08,20.9114
2020/7/19 11:13,20.9206
2020/7/19 11:18,21.022
2020/7/19 11:23,21.022
2020/7/19 11:28,21.022
2020/7/19 11:33,21.022
2020/7/19 11:38,21.022
2020/7/19 11:43,21.022
2020/7/19 11:48,21.022
2020/7/19 11:53,21.022
2020/7/19 11:58,21.022
2020/7/19 12:03,21.022
2020/7/19 12:08,21.0128
2020/7/19 12:13,21.022
2020/7/19 12:18,21.1325
2020/7/19 12:23,21.1233
2020/7/19 12:28,21.1233
2020/7/19 12:33,21.1233
2020/7/19 12:38,21.1233
2020/7/19 12:43,21.1233
2020/7/19 12:48,21.1233
2020/7/19 12:53,21.1233
2020/7/19 12:58,21.1233
2020/7/19 13:03,21.1233
2020/7/19 13:08,21.1233
2020/7/19 13:13,21.1233
2020/7/19 13:18,21.1233
